region_id,시도명,시군구명,행정동명,display_name,가격_기준월,생활인구_기준월,안전_기준일자,상권_기준일자,안심시설수,안심시설수_상대수준,유흥시설수,유흥시설수_상대수준,업종수,업종수_상대수준,사업체수,사업체수_상대수준,생활인구,생활인구_상대수준,실거래가,실거래가_서울평균대비율,실거래가_서울평균이하여부,전세가,전세가_서울평균대비율,전세가_서울평균이하여부,거래량,거래량_해석주의,안전_데이터여부,상권_데이터여부,생활인구_데이터여부,가격_데이터여부,안전_매칭지표수,편의_매칭지표수,가격_매칭지표수,인구_매칭지표수
1168065600,서울특별시,강남구,도곡2동,강남구 도곡2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,4,보통,88,보통,1498,보통,25744.36,보통,77874.88,206.23,False,115251.99,157.12,False,99.5,False,True,True,True,True,0,0,0,0
1168058000,서울특별시,강남구,삼성1동,강남구 삼성1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,32,보통,8,보통,94,상대적으로높음,3496,상대적으로높음,39870.43,상대적으로높음,49679.49,95.36,False,90866.98,102.72,False,80.5,False,True,True,True,True,0,2,0,1
1168059000,서울특별시,강남구,삼성2동,강남구 삼성2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,128,상대적으로높음,35,상대적으로높음,93,상대적으로높음,2929,상대적으로높음,36744.44,상대적으로높음,49679.49,95.36,False,90866.98,102.72,False,80.5,False,True,True,True,True,1,2,0,1
1168070000,서울특별시,강남구,세곡동,강남구 세곡동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,27,보통,0,상대적으로낮음,86,보통,1244,보통,45178.56,상대적으로높음,26257.05,3.25,False,41289.85,-7.88,True,284.0,False,True,True,True,True,0,0,1,1
1168075000,서울특별시,강남구,수서동,강남구 수서동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,77,보통,763,보통,23670.4,보통,44875.84,76.47,False,54048.49,20.58,False,31.67,False,True,True,True,True,0,0,0,0
1168051000,서울특별시,강남구,신사동,강남구 신사동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,32,보통,15,상대적으로높음,94,상대적으로높음,3996,상대적으로높음,32885.48,상대적으로높음,70282.95,176.38,False,98569.85,119.9,False,66.0,False,True,True,True,True,0,2,0,1
1168054500,서울특별시,강남구,압구정동,강남구 압구정동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,35,보통,13,상대적으로높음,93,상대적으로높음,4395,상대적으로높음,40402.79,상대적으로높음,70282.95,176.38,False,98569.85,119.9,False,66.0,False,True,True,True,True,0,2,0,1
1168064000,서울특별시,강남구,역삼1동,강남구 역삼1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,104,상대적으로높음,121,상대적으로높음,99,상대적으로높음,11118,상대적으로높음,92818.26,상대적으로높음,33729.58,32.64,False,62685.94,39.85,False,226.0,False,True,True,True,True,1,2,0,1
1168065000,서울특별시,강남구,역삼2동,강남구 역삼2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,32,보통,19,상대적으로높음,93,상대적으로높음,3041,상대적으로높음,51495.69,상대적으로높음,33729.58,32.64,False,62685.94,39.85,False,226.0,False,True,True,True,True,0,2,0,1
1168073000,서울특별시,강남구,일원1동,강남구 일원1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,56,상대적으로높음,0,상대적으로낮음,80,보통,690,보통,13247.32,상대적으로낮음,49825.03,95.93,False,64085.76,42.97,False,71.27,False,True,True,True,True,1,0,0,0
1168074000,서울특별시,강남구,일원2동,강남구 일원2동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,70,상대적으로낮음,399,상대적으로낮음,17421.97,보통,10666.67,-68.58,True,,,,0.6,True,True,True,True,True,0,0,1,0
1168072000,서울특별시,강남구,일원본동,강남구 일원본동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,63,상대적으로낮음,415,상대적으로낮음,22447.93,보통,49825.03,95.93,False,64085.76,42.97,False,71.27,False,True,True,True,True,0,0,0,0
1168056500,서울특별시,강남구,청담동,강남구 청담동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,62,상대적으로높음,23,상대적으로높음,96,상대적으로높음,4440,상대적으로높음,40699.46,상대적으로높음,56157.5,120.83,False,98775.81,120.36,False,72.0,False,True,True,True,True,1,2,0,1
1174051500,서울특별시,강동구,강일동,강동구 강일동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,80,보통,850,보통,47902.69,상대적으로높음,28493.36,12.05,False,44618.44,-0.46,True,249.25,False,True,True,True,True,0,0,1,1
1174055000,서울특별시,강동구,고덕1동,강동구 고덕1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,37,보통,0,상대적으로낮음,72,상대적으로낮음,541,상대적으로낮음,23499.11,보통,39774.87,56.41,False,65886.87,46.99,False,136.5,False,True,True,True,True,0,0,0,0
1174056000,서울특별시,강동구,고덕2동,강동구 고덕2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,34,보통,0,상대적으로낮음,83,보통,893,보통,22268.15,보통,39774.87,56.41,False,65886.87,46.99,False,136.5,False,True,True,True,True,0,0,0,0
1174068500,서울특별시,강동구,길동,강동구 길동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,103,상대적으로높음,96,상대적으로높음,94,상대적으로높음,2729,상대적으로높음,58963.69,상대적으로높음,14248.92,-43.97,True,31490.72,-29.75,True,213.0,False,True,True,True,True,1,2,2,1
1174069000,서울특별시,강동구,둔촌1동,강동구 둔촌1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,43,상대적으로낮음,176,상대적으로낮음,27772.32,보통,29421.04,15.69,False,42619.85,-4.92,True,36.0,False,True,True,True,True,0,0,1,0
1174070000,서울특별시,강동구,둔촌2동,강동구 둔촌2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,46,보통,2,보통,89,보통,1058,보통,25369.77,보통,29421.04,15.69,False,42619.85,-4.92,True,36.0,False,True,True,True,True,0,0,1,0
1174053000,서울특별시,강동구,명일1동,강동구 명일1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,53,상대적으로높음,13,상대적으로높음,91,상대적으로높음,1444,보통,23572.5,보통,34383.51,35.21,False,49640.62,10.75,False,75.5,False,True,True,True,True,1,1,0,0
1174054000,서울특별시,강동구,명일2동,강동구 명일2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,80,보통,988,보통,15340.82,보통,34383.51,35.21,False,49640.62,10.75,False,75.5,False,True,True,True,True,0,0,0,0
1174052500,서울특별시,강동구,상일1동,강동구 상일1동,2025-12,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,1,보통,0,상대적으로낮음,0,상대적으로낮음,,데이터없음,46602.21,83.26,False,67781.05,51.22,False,51.25,False,True,True,False,True,0,0,0,0
1174052600,서울특별시,강동구,상일2동,강동구 상일2동,2025-12,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,0,상대적으로낮음,0,상대적으로낮음,,데이터없음,46602.21,83.26,False,67781.05,51.22,False,51.25,False,True,True,False,True,0,0,0,0
1174052000,서울특별시,강동구,상일동,강동구 상일동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,77,보통,865,보통,40884.34,상대적으로높음,46602.21,83.26,False,67781.05,51.22,False,51.25,False,True,True,True,True,0,0,0,1
1174064000,서울특별시,강동구,성내1동,강동구 성내1동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,20,보통,4,보통,88,보통,1215,보통,21534.08,보통,65000.0,91.46,False,65000.0,22.53,False,0.33,True,True,True,True,True,0,0,0,0
1174065000,서울특별시,강동구,성내2동,강동구 성내2동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,59,상대적으로높음,1,보통,92,상대적으로높음,1416,보통,23984.11,보통,65000.0,91.46,False,65000.0,22.53,False,0.33,True,True,True,True,True,1,1,0,0
1174066000,서울특별시,강동구,성내3동,강동구 성내3동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,10,상대적으로높음,89,보통,1885,상대적으로높음,27405.07,보통,65000.0,91.46,False,65000.0,22.53,False,0.33,True,True,True,True,True,0,1,0,0
1174057000,서울특별시,강동구,암사1동,강동구 암사1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,56,상대적으로높음,7,보통,90,보통,1264,보통,28999.04,보통,27198.26,6.95,False,46085.0,2.81,False,76.33,False,True,True,True,True,1,0,0,0
1174058000,서울특별시,강동구,암사2동,강동구 암사2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,2,보통,75,상대적으로낮음,627,보통,13686.29,상대적으로낮음,27198.26,6.95,False,46085.0,2.81,False,76.33,False,True,True,True,True,0,0,0,0
1174059000,서울특별시,강동구,암사3동,강동구 암사3동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,75,상대적으로낮음,538,상대적으로낮음,16768.06,보통,27198.26,6.95,False,46085.0,2.81,False,76.33,False,True,True,True,True,0,0,0,0
1174060000,서울특별시,강동구,천호1동,강동구 천호1동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,14,보통,5,보통,88,보통,1032,보통,28607.78,보통,10950.0,-67.75,True,,,,0.67,True,True,True,True,True,0,0,1,0
1174061000,서울특별시,강동구,천호2동,강동구 천호2동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,35,보통,19,상대적으로높음,94,상대적으로높음,2891,상대적으로높음,44447.58,상대적으로높음,10950.0,-67.75,True,,,,0.67,True,True,True,True,True,0,2,1,1
1174062000,서울특별시,강동구,천호3동,강동구 천호3동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,36,보통,13,상대적으로높음,90,보통,1381,보통,27233.69,보통,10950.0,-67.75,True,,,,0.67,True,True,True,True,True,0,0,1,0
1130553500,서울특별시,강북구,미아동,강북구 미아동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,151,상대적으로높음,13,상대적으로높음,83,보통,1156,보통,21233.05,보통,17017.03,-33.08,True,34816.53,-22.33,True,62.6,False,True,True,True,True,1,0,2,0
1130559500,서울특별시,강북구,번1동,강북구 번1동,2025-12,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,87,보통,1220,보통,,데이터없음,9588.06,-62.3,True,18111.67,-59.59,True,27.67,False,True,True,False,True,0,0,2,0
1130560300,서울특별시,강북구,번2동,강북구 번2동,2025-12,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,66,상대적으로낮음,295,상대적으로낮음,,데이터없음,9588.06,-62.3,True,18111.67,-59.59,True,27.67,False,True,True,False,True,0,0,2,0
1130560800,서울특별시,강북구,번3동,강북구 번3동,2025-12,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,70,상대적으로낮음,354,상대적으로낮음,,데이터없음,9588.06,-62.3,True,18111.67,-59.59,True,27.67,False,True,True,False,True,0,0,2,0
1130557500,서울특별시,강북구,삼각산동,강북구 삼각산동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,76,보통,686,보통,19450.73,보통,17017.03,-33.08,True,34816.53,-22.33,True,62.6,False,True,True,True,True,0,0,2,0
1130553400,서울특별시,강북구,삼양동,강북구 삼양동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,15,보통,3,보통,78,보통,638,보통,19903.89,보통,17017.03,-33.08,True,34816.53,-22.33,True,62.6,False,True,True,True,True,0,0,2,0
1130554500,서울특별시,강북구,송중동,강북구 송중동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,123,상대적으로높음,11,상대적으로높음,93,상대적으로높음,1557,보통,30797.39,보통,17017.03,-33.08,True,34816.53,-22.33,True,62.6,False,True,True,True,True,1,1,2,0
1130555500,서울특별시,강북구,송천동,강북구 송천동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,17,보통,3,보통,85,보통,1186,보통,22884.46,보통,17017.03,-33.08,True,34816.53,-22.33,True,62.6,False,True,True,True,True,0,0,2,0
1130561500,서울특별시,강북구,수유1동,강북구 수유1동,2026-02,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,87,보통,989,보통,,데이터없음,41000.0,29.2,False,60000.0,35.14,False,0.4,True,True,True,False,True,0,0,0,0
1130562500,서울특별시,강북구,수유2동,강북구 수유2동,2026-02,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,84,보통,832,보통,,데이터없음,41000.0,29.2,False,60000.0,35.14,False,0.4,True,True,True,False,True,0,0,0,0
1130563500,서울특별시,강북구,수유3동,강북구 수유3동,2026-02,,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,91,상대적으로높음,1956,상대적으로높음,,데이터없음,41000.0,29.2,False,60000.0,35.14,False,0.4,True,True,True,False,True,0,2,0,0
1130564500,서울특별시,강북구,우이동,강북구 우이동,2026-02,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,64,상대적으로높음,4,보통,78,보통,749,보통,17565.11,보통,41000.0,29.2,False,60000.0,35.14,False,0.4,True,True,True,True,True,1,0,0,0
1130566000,서울특별시,강북구,인수동,강북구 인수동,2026-02,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,127,상대적으로높음,8,보통,84,보통,924,보통,25046.06,보통,41000.0,29.2,False,60000.0,35.14,False,0.4,True,True,True,True,True,1,0,0,0
1150060300,서울특별시,강서구,가양1동,강서구 가양1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,35,상대적으로높음,98,상대적으로높음,4729,상대적으로높음,38579.74,상대적으로높음,21390.72,-15.88,True,39822.33,-11.16,True,209.75,False,True,True,True,True,0,2,2,1
1150060400,서울특별시,강서구,가양2동,강서구 가양2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,2,보통,76,보통,389,상대적으로낮음,13737.83,상대적으로낮음,28743.81,13.03,False,41773.54,-6.81,True,37.25,False,True,True,True,True,0,0,1,0
1150060500,서울특별시,강서구,가양3동,강서구 가양3동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,73,상대적으로낮음,333,상대적으로낮음,11154.56,상대적으로낮음,27006.5,6.2,False,43158.07,-3.72,True,112.25,False,True,True,True,True,0,0,1,0
1150062000,서울특별시,강서구,공항동,강서구 공항동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,55,상대적으로높음,7,보통,88,보통,1277,보통,34510.22,상대적으로높음,14812.05,-41.75,True,32801.06,-26.82,True,174.0,False,True,True,True,True,1,0,2,1
1150052000,서울특별시,강서구,등촌1동,강서구 등촌1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,24,보통,6,보통,91,상대적으로높음,1368,보통,19988.69,보통,22267.8,-12.43,True,35209.89,-21.45,True,81.5,False,True,True,True,True,0,1,2,0
1150053000,서울특별시,강서구,등촌2동,강서구 등촌2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,47,보통,0,상대적으로낮음,75,상대적으로낮음,508,상대적으로낮음,15261.32,보통,22267.8,-12.43,True,35209.89,-21.45,True,81.5,False,True,True,True,True,0,0,2,0
1150053500,서울특별시,강서구,등촌3동,강서구 등촌3동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,91,상대적으로높음,1750,상대적으로높음,31691.63,보통,22267.8,-12.43,True,35209.89,-21.45,True,81.5,False,True,True,True,True,0,2,2,0
1150061100,서울특별시,강서구,발산1동,강서구 발산1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,0,상대적으로낮음,94,상대적으로높음,3740,상대적으로높음,30875.04,보통,19020.83,-25.2,True,42683.3,-4.78,True,201.0,False,True,True,True,True,0,2,2,0
1150063000,서울특별시,강서구,방화1동,강서구 방화1동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,19,보통,0,상대적으로낮음,93,상대적으로높음,1877,상대적으로높음,32153.39,보통,14812.05,-41.75,True,32801.06,-26.82,True,174.0,False,True,True,True,True,0,2,2,0
1150064000,서울특별시,강서구,방화2동,강서구 방화2동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,4,보통,87,보통,1432,보통,24249.76,보통,14269.94,-43.89,True,26179.03,-41.6,True,50.0,False,True,True,True,True,0,0,2,0
1150064100,서울특별시,강서구,방화3동,강서구 방화3동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,22,보통,0,상대적으로낮음,80,보통,506,상대적으로낮음,15049.2,보통,16454.77,-35.29,True,36889.14,-17.7,True,140.0,False,True,True,True,True,0,0,2,0
1150051000,서울특별시,강서구,염창동,강서구 염창동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,30,보통,3,보통,93,상대적으로높음,1331,보통,29884.95,보통,27006.5,6.2,False,43158.07,-3.72,True,112.25,False,True,True,True,True,0,1,1,0
1150061500,서울특별시,강서구,우장산동,강서구 우장산동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,3,보통,88,보통,1266,보통,33994.55,상대적으로높음,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,0,2,1
1150054000,서울특별시,강서구,화곡1동,강서구 화곡1동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,35,보통,115,상대적으로높음,95,상대적으로높음,2142,상대적으로높음,47613.72,상대적으로높음,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,2,2,1
1150055000,서울특별시,강서구,화곡2동,강서구 화곡2동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,1,보통,1,보통,77,보통,573,보통,12401.61,상대적으로낮음,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,0,2,0
1150056000,서울특별시,강서구,화곡3동,강서구 화곡3동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,31,보통,10,상대적으로높음,78,보통,948,보통,16240.45,보통,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,0,2,0
1150057000,서울특별시,강서구,화곡4동,강서구 화곡4동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,44,보통,5,보통,83,보통,1062,보통,13925.78,상대적으로낮음,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,0,2,0
1150059100,서울특별시,강서구,화곡6동,강서구 화곡6동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,20,보통,56,상대적으로높음,85,보통,1209,보통,20046.43,보통,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,0,2,0
1150059300,서울특별시,강서구,화곡8동,강서구 화곡8동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,24,보통,10,상대적으로높음,84,보통,958,보통,57193.14,상대적으로높음,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,0,2,1
1150059000,서울특별시,강서구,화곡본동,강서구 화곡본동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,22,보통,3,보통,83,보통,1065,보통,25918.8,보통,26000.0,-23.42,True,26000.0,-50.99,True,0.12,True,True,True,True,True,0,0,2,0
1162058500,서울특별시,관악구,낙성대동,관악구 낙성대동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,8,보통,90,보통,1199,보통,25830.64,보통,5000.0,-85.27,True,,,,0.11,True,True,True,True,True,0,0,1,0
1162077500,서울특별시,관악구,난곡동,관악구 난곡동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,73,상대적으로높음,0,상대적으로낮음,76,보통,569,보통,16093.45,보통,22500.0,-33.73,True,35000.0,-34.02,True,0.18,True,True,True,True,True,1,0,2,0
1162071500,서울특별시,관악구,난향동,관악구 난향동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,31,보통,1,보통,67,상대적으로낮음,292,상대적으로낮음,7826.16,상대적으로낮음,22500.0,-33.73,True,35000.0,-34.02,True,0.18,True,True,True,True,True,0,0,2,0
1162063000,서울특별시,관악구,남현동,관악구 남현동,2025-12,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,41,보통,19,상대적으로높음,86,보통,754,보통,21521.63,보통,11995.05,-52.83,True,28480.0,-36.46,True,65.0,False,True,True,True,True,0,0,2,0
1162073500,서울특별시,관악구,대학동,관악구 대학동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,38,보통,0,상대적으로낮음,76,보통,1074,보통,36744.11,상대적으로높음,22500.0,-33.73,True,35000.0,-34.02,True,0.18,True,True,True,True,True,0,0,2,1
1162076500,서울특별시,관악구,미성동,관악구 미성동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,42,보통,8,보통,89,보통,993,보통,19794.69,보통,22500.0,-33.73,True,35000.0,-34.02,True,0.18,True,True,True,True,True,0,0,2,0
1162052500,서울특별시,관악구,보라매동,관악구 보라매동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,29,보통,1,보통,81,보통,1175,보통,17674.89,보통,5000.0,-85.27,True,,,,0.11,True,True,True,True,True,0,0,1,0
1162074500,서울특별시,관악구,삼성동,관악구 삼성동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,0,상대적으로낮음,1,보통,77,보통,560,상대적으로낮음,18267.57,보통,22500.0,-33.73,True,35000.0,-34.02,True,0.18,True,True,True,True,True,0,0,2,0
1162066500,서울특별시,관악구,서림동,관악구 서림동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,30,보통,1,보통,79,보통,637,보통,17190.9,보통,22500.0,-33.73,True,35000.0,-34.02,True,0.18,True,True,True,True,True,0,0,2,0
1162064500,서울특별시,관악구,서원동,관악구 서원동,2026-01,2026-05,안심시설수 2023-04-21; 유흥시설수 2026-06-17,20254,53,상대적으로높음,38,상대적으로높음,88,보통,1095,보통,19184.38,보통,22500.0,-33.73,True,35000.0,-34.02,True,0.18,True,True,True,True,True,1,0,2,0
