region_id,기준일자,지하철_기준일자,버스_기준일자,지하철역수,지하철노선수,최근접지하철역명,최근접지하철역거리_m,버스정류소수,버스정류소_면적당,교통_매핑방법,교통_데이터출처
1117052000,2026-07-13,2026-07-13,2026-07-01,1,1,녹사평(용산구청),383.0,27,13.705,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117053000,2026-07-13,2026-07-13,2026-07-01,4,3,숙대입구(갈월),248.0,21,17.843,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117055500,2026-07-13,2026-07-13,2026-07-01,0,0,숙대입구(갈월),573.0,24,27.103,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117056000,2026-07-13,2026-07-13,2026-07-01,0,0,효창공원앞,402.0,23,39.075,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117057000,2026-07-13,2026-07-13,2026-07-01,0,0,마포,858.0,23,32.465,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117058000,2026-07-13,2026-07-13,2026-07-01,0,0,효창공원앞,399.0,15,33.642,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117059000,2026-07-13,2026-07-13,2026-07-01,2,2,효창공원앞,289.0,16,57.694,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117062500,2026-07-13,2026-07-13,2026-07-01,6,4,신용산,62.0,41,14.297,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117063000,2026-07-13,2026-07-13,2026-07-01,0,0,이촌(국립중앙박물관),818.0,21,7.315,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117064000,2026-07-13,2026-07-13,2026-07-01,0,0,노들,1109.0,8,6.641,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117065000,2026-07-13,2026-07-13,2026-07-01,1,1,이태원,156.0,15,25.755,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117066000,2026-07-13,2026-07-13,2026-07-01,0,0,이태원,831.0,21,24.04,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117068500,2026-07-13,2026-07-13,2026-07-01,2,2,한강진,384.0,34,11.223,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117069000,2026-07-13,2026-07-13,2026-07-01,1,1,서빙고,34.0,22,7.815,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1117070000,2026-07-13,2026-07-13,2026-07-01,0,0,한남,783.0,9,12.593,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120052000,2026-07-13,2026-07-13,2026-07-01,1,1,상왕십리,353.0,13,34.922,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120053500,2026-07-13,2026-07-13,2026-07-01,0,0,상왕십리,278.0,25,35.224,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120054000,2026-07-13,2026-07-13,2026-07-01,1,1,마장,256.0,28,27.075,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120055000,2026-07-13,2026-07-13,2026-07-01,2,1,한양대,351.0,40,34.227,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120056000,2026-07-13,2026-07-13,2026-07-01,3,3,왕십리(성동구청),248.0,26,45.365,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120057000,2026-07-13,2026-07-13,2026-07-01,1,1,행당,74.0,25,54.666,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120058000,2026-07-13,2026-07-13,2026-07-01,1,1,응봉,126.0,33,59.657,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120059000,2026-07-13,2026-07-13,2026-07-01,1,1,신금호,424.0,39,87.621,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120061500,2026-07-13,2026-07-13,2026-07-01,0,0,신금호,350.0,38,60.249,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120062000,2026-07-13,2026-07-13,2026-07-01,1,1,옥수,732.0,30,36.093,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120064500,2026-07-13,2026-07-13,2026-07-01,2,2,옥수,174.0,41,21.346,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120065000,2026-07-13,2026-07-13,2026-07-01,1,1,서울숲,380.0,31,16.45,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120066000,2026-07-13,2026-07-13,2026-07-01,1,1,뚝섬,386.0,12,12.912,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120067000,2026-07-13,2026-07-13,2026-07-01,0,0,성수,915.0,30,25.337,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120069000,2026-07-13,2026-07-13,2026-07-01,1,1,성수,217.0,20,18.981,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120072000,2026-07-13,2026-07-13,2026-07-01,0,0,장한평,1006.0,13,19.079,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1120079000,2026-07-13,2026-07-13,2026-07-01,3,2,용답,669.0,12,5.052,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121571000,2026-07-13,2026-07-13,2026-07-01,2,2,건대입구,334.0,19,16.734,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121573000,2026-07-13,2026-07-13,2026-07-01,0,0,어린이대공원(세종대),564.0,22,29.832,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121574000,2026-07-13,2026-07-13,2026-07-01,0,0,군자(능동),581.0,18,29.314,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121575000,2026-07-13,2026-07-13,2026-07-01,0,0,군자(능동),486.0,17,31.186,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121576000,2026-07-13,2026-07-13,2026-07-01,1,1,중곡,300.0,22,36.581,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121577000,2026-07-13,2026-07-13,2026-07-01,0,0,중곡,927.0,34,14.708,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121578000,2026-07-13,2026-07-13,2026-07-01,3,2,어린이대공원(세종대),692.0,9,8.247,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121581000,2026-07-13,2026-07-13,2026-07-01,1,1,광나루(장신대),297.0,38,15.887,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121582000,2026-07-13,2026-07-13,2026-07-01,0,0,구의(광진구청),510.0,13,22.87,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121583000,2026-07-13,2026-07-13,2026-07-01,0,0,구의(광진구청),928.0,14,8.453,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121584000,2026-07-13,2026-07-13,2026-07-01,0,0,뚝섬유원지,382.0,20,16.729,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121584700,2026-07-13,2026-07-13,2026-07-01,1,1,뚝섬유원지,367.0,12,10.177,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121585000,2026-07-13,2026-07-13,2026-07-01,1,1,구의(광진구청),506.0,13,21.865,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121586000,2026-07-13,2026-07-13,2026-07-01,1,1,아차산(어린이대공원후문),455.0,21,15.141,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1121587000,2026-07-13,2026-07-13,2026-07-01,1,1,강변(동서울터미널),211.0,23,22.4,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123053600,2026-07-13,2026-07-13,2026-07-01,5,3,제기동,355.0,39,24.116,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123054500,2026-07-13,2026-07-13,2026-07-01,1,1,제기동,659.0,27,22.866,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123056000,2026-07-13,2026-07-13,2026-07-01,2,2,청량리(서울시립대입구),290.0,31,27.535,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123057000,2026-07-13,2026-07-13,2026-07-01,0,0,회기,1021.0,12,12.285,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123060000,2026-07-13,2026-07-13,2026-07-01,0,0,신답,496.0,27,34.28,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123061000,2026-07-13,2026-07-13,2026-07-01,0,0,답십리,861.0,20,22.855,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123065000,2026-07-13,2026-07-13,2026-07-01,0,0,장한평,634.0,27,20.132,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123066000,2026-07-13,2026-07-13,2026-07-01,0,0,용마산,1313.0,34,34.141,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123070500,2026-07-13,2026-07-13,2026-07-01,0,0,고려대(종암),809.0,24,19.942,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123071000,2026-07-13,2026-07-13,2026-07-01,0,0,회기,714.0,10,13.049,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123072000,2026-07-13,2026-07-13,2026-07-01,1,1,외대앞,464.0,13,24.933,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123073000,2026-07-13,2026-07-13,2026-07-01,0,0,회기,792.0,18,16.176,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
1123074000,2026-07-13,2026-07-13,2026-07-01,1,1,외대앞,309.0,30,28.901,WGS84 좌표의 행정동 경계 포함 여부; 최근접 거리는 행정동 대표 중심점 기준 직선거리,서울특별시 T-DATA 지하철역 좌표정보; 서울 열린데이터광장 서울시 버스정류소 위치정보
